customer_id,first_name,last_name,email,city,state,zip_code
169,Karla,Kirk,karla.kirk@yahoo.com,Palos Verdes Peninsula,CA,90274
170,Regine,Gonzales,regine.gonzales@gmail.com,Oxnard,CA,93035
171,Miriam,Baker,miriam.baker@hotmail.com,Uniondale,NY,11553
172,Jeanie,Kirkland,jeanie.kirkland@aol.com,Santa Clara,CA,95050
173,Marquerite,Dawson,marquerite.dawson@gmail.com,Garland,TX,75043
174,Babara,Ochoa,babara.ochoa@aol.com,Scarsdale,NY,10583
175,Nova,Hess,nova.hess@msn.com,Duarte,CA,91010
176,Carley,Reynolds,carley.reynolds@gmail.com,South El Monte,CA,91733
177,Carissa,Foreman,carissa.foreman@msn.com,Maspeth,NY,11378
178,Genoveva,Tyler,genoveva.tyler@gmail.com,New York,NY,10002
179,Deane,Sears,deane.sears@hotmail.com,Pittsford,NY,14534
180,Karey,Steele,karey.steele@gmail.com,Farmingdale,NY,11735
181,Olevia,Pitts,olevia.pitts@gmail.com,Redondo Beach,CA,90278
182,Jenniffer,Bullock,jenniffer.bullock@msn.com,Bay Shore,NY,11706
183,Jeniffer,Ratliff,jeniffer.ratliff@gmail.com,Floral Park,NY,11001
184,Klara,Stanley,klara.stanley@aol.com,Webster,NY,14580
185,Morton,Lee,morton.lee@yahoo.com,San Angelo,TX,76901
186,Ken,Charles,ken.charles@msn.com,Monsey,NY,10952
187,Hedwig,Paul,hedwig.paul@msn.com,Apple Valley,CA,92307
188,Sharla,Flynn,sharla.flynn@hotmail.com,Oxnard,CA,93035
189,Damian,Dawson,damian.dawson@hotmail.com,Liverpool,NY,13090
190,Toya,Pratt,toya.pratt@yahoo.com,Long Beach,NY,11561
191,Graciela,Barber,graciela.barber@hotmail.com,Oxnard,CA,93035
192,Bong,Hebert,bong.hebert@gmail.com,Torrance,CA,90505
193,Ayanna,Rhodes,ayanna.rhodes@msn.com,Hicksville,NY,11801
194,Dorine,Roberson,dorine.roberson@msn.com,Santa Cruz,CA,95060
195,Addie,Hahn,addie.hahn@hotmail.com,Franklin Square,NY,11010
196,Edythe,Valencia,edythe.valencia@yahoo.com,North Tonawanda,NY,14120
197,Andy,O'neill,andy.o'neill@msn.com,Rego Park,NY,11374
198,Luis,Tyler,luis.tyler@gmail.com,Amarillo,TX,79106
199,Clelia,Workman,clelia.workman@yahoo.com,New Windsor,NY,12553
200,Ashely,Holmes,ashely.holmes@aol.com,Farmingdale,NY,11735
201,Candis,Harding,candis.harding@gmail.com,Ballston Spa,NY,12020
202,Marni,Bolton,marni.bolton@msn.com,Lancaster,NY,14086
203,Minerva,Decker,minerva.decker@yahoo.com,Houston,TX,77016
204,Alpha,King,alpha.king@hotmail.com,Rockville Centre,NY,11570
205,Harris,Pittman,harris.pittman@yahoo.com,Jamaica,NY,11432
206,Stephaine,Riddle,stephaine.riddle@hotmail.com,Brooklyn,NY,11201
207,Michel,Blankenship,michel.blankenship@msn.com,Forney,TX,75126
208,Denis,Logan,denis.logan@msn.com,Ridgecrest,CA,93555
209,Jutta,Everett,jutta.everett@gmail.com,Selden,NY,11784
210,Priscilla,Wilkins,priscilla.wilkins@aol.com,Albany,NY,12203
211,Gilma,Dejesus,gilma.dejesus@yahoo.com,Scarsdale,NY,10583
212,Buford,Bridges,buford.bridges@msn.com,Troy,NY,12180
213,Elenore,Hensley,elenore.hensley@hotmail.com,Hamburg,NY,14075
214,Ross,Pugh,ross.pugh@msn.com,North Tonawanda,NY,14120
215,Judith,Finley,judith.finley@hotmail.com,Whitestone,NY,11357
216,Wai,Soto,wai.soto@msn.com,Bethpage,NY,11714
217,Carline,Collier,carline.collier@msn.com,Fresno,CA,93706
218,Casey,Gill,casey.gill@gmail.com,Port Washington,NY,11050
219,Darcie,Morgan,darcie.morgan@aol.com,Oceanside,NY,11572
220,Lucio,Sherman,lucio.sherman@gmail.com,Smithtown,NY,11787
221,Clementine,Mooney,clementine.mooney@yahoo.com,Mcallen,TX,78501
222,Anya,Contreras,anya.contreras@msn.com,East Northport,NY,11731
223,Scarlet,Yates,scarlet.yates@hotmail.com,Patchogue,NY,11772
224,Moses,Pope,moses.pope@yahoo.com,Lawndale,CA,90260
225,Barbera,Riggs,barbera.riggs@aol.com,Plainview,NY,11803
226,Kiana,Rivera,kiana.rivera@gmail.com,Richmond Hill,NY,11418
227,Danielle,Bond,danielle.bond@msn.com,Patchogue,NY,11772
228,Whitney,Estes,whitney.estes@gmail.com,Brentwood,NY,11717
229,Molly,Langley,molly.langley@aol.com,Holbrook,NY,11741
230,Chelsey,Hardin,chelsey.hardin@hotmail.com,Deer Park,NY,11729
231,Jenee,Rasmussen,jenee.rasmussen@hotmail.com,Sacramento,CA,95820
232,Freddie,Mathis,freddie.mathis@hotmail.com,Euless,TX,76039
233,Mariana,Strong,mariana.strong@msn.com,Santa Clara,CA,95050
234,Winfred,Harris,winfred.harris@msn.com,East Meadow,NY,11554
235,Jeromy,Elliott,jeromy.elliott@gmail.com,Bay Shore,NY,11706
236,Verona,O'neill,verona.o'neill@hotmail.com,Selden,NY,11784
237,Elvera,Peck,elvera.peck@yahoo.com,Banning,CA,92220
238,Cindi,Larson,cindi.larson@msn.com,Howard Beach,NY,11414
239,Felice,Guzman,felice.guzman@hotmail.com,Canyon Country,CA,91387
240,Le,Deleon,le.deleon@msn.com,Banning,CA,92220
241,Manie,Sanchez,manie.sanchez@hotmail.com,Queensbury,NY,12804
242,Rutha,Howell,rutha.howell@gmail.com,Canyon Country,CA,91387
243,Natosha,Rowland,natosha.rowland@aol.com,Ballston Spa,NY,12020
244,Jessika,Bray,jessika.bray@yahoo.com,San Pablo,CA,94806
245,Delila,Hamilton,delila.hamilton@yahoo.com,Palos Verdes Peninsula,CA,90274
246,Dionne,Norris,dionne.norris@yahoo.com,Niagara Falls,NY,14304
247,Muriel,Juarez,muriel.juarez@gmail.com,Palos Verdes Peninsula,CA,90274
248,Cecelia,Gill,cecelia.gill@aol.com,Mcallen,TX,78501
249,Magda,Eaton,magda.eaton@aol.com,Ossining,NY,10562
250,Ivonne,Yang,ivonne.yang@gmail.com,El Paso,TX,79930
251,Kasie,Rodriquez,kasie.rodriquez@aol.com,Ballston Spa,NY,12020
252,Eleni,Gordon,eleni.gordon@hotmail.com,Richmond Hill,NY,11418
253,Maurice,Norton,maurice.norton@hotmail.com,Atwater,CA,95301
254,Cristobal,Hutchinson,cristobal.hutchinson@gmail.com,Lawndale,CA,90260
255,Flossie,Holder,flossie.holder@msn.com,Massapequa Park,NY,11762
256,Erma,Salinas,erma.salinas@gmail.com,Merrick,NY,11566
257,Earl,Stanley,earl.stanley@gmail.com,Elmhurst,NY,11373
258,Maribel,William,maribel.william@aol.com,Torrance,CA,90505
259,Johnathan,Velazquez,johnathan.velazquez@hotmail.com,Pleasanton,CA,94566
260,Rodrick,Shelton,rodrick.shelton@hotmail.com,Canyon Country,CA,91387
261,Ferne,Kline,ferne.kline@hotmail.com,Fullerton,CA,92831
262,Rubin,Decker,rubin.decker@gmail.com,Buffalo,NY,14215
263,Dortha,Jarvis,dortha.jarvis@yahoo.com,Oceanside,NY,11572
264,Mariela,Huffman,mariela.huffman@gmail.com,Garden City,NY,11530
265,Mellisa,Farley,mellisa.farley@yahoo.com,Central Islip,NY,11722
266,Myung,Hooper,myung.hooper@gmail.com,Elmont,NY,11003
267,Angelina,Lloyd,angelina.lloyd@yahoo.com,Apple Valley,CA,92307
268,Trinity,Riddle,trinity.riddle@aol.com,Ballston Spa,NY,12020
269,Barton,Crosby,barton.crosby@msn.com,Bellmore,NY,11710
270,Claudio,Wise,claudio.wise@hotmail.com,Kingston,NY,12401
271,Katheleen,Marks,katheleen.marks@yahoo.com,Longview,TX,75604
272,Deja,Chaney,deja.chaney@hotmail.com,Jamaica,NY,11432
273,Queenie,Vance,queenie.vance@gmail.com,Ozone Park,NY,11417
274,Josh,Shaw,josh.shaw@gmail.com,Hopewell Junction,NY,12533
275,Pinkie,Kirkland,pinkie.kirkland@yahoo.com,San Angelo,TX,76901
276,Lavette,Wright,lavette.wright@msn.com,Ronkonkoma,NY,11779
277,Mark,Garrett,mark.garrett@msn.com,Monroe,NY,10950
278,Myesha,Burgess,myesha.burgess@gmail.com,Campbell,CA,95008
279,Justina,Long,justina.long@aol.com,South El Monte,CA,91733
280,Brenda,Tate,brenda.tate@msn.com,San Angelo,TX,76901
281,Rayna,Perry,rayna.perry@hotmail.com,Ozone Park,NY,11417
282,Randolph,Chase,randolph.chase@yahoo.com,San Lorenzo,CA,94580
283,Jaimee,Day,jaimee.day@aol.com,Poughkeepsie,NY,12601
284,Susann,Bass,susann.bass@msn.com,Commack,NY,11725
285,Leola,Gould,leola.gould@gmail.com,Astoria,NY,11102
286,Virgil,Frost,virgil.frost@gmail.com,Levittown,NY,11756
287,Mireille,Puckett,mireille.puckett@hotmail.com,Oxnard,CA,93035
288,Keturah,Massey,keturah.massey@msn.com,Banning,CA,92220
289,Charmain,Webster,charmain.webster@hotmail.com,Richardson,TX,75080
290,Barry,Buckner,barry.buckner@gmail.com,Centereach,NY,11720
291,Boyce,Burks,boyce.burks@gmail.com,Sunnyside,NY,11104
292,Monty,Frost,monty.frost@aol.com,Hempstead,NY,11550
293,Tiny,French,tiny.french@hotmail.com,Plainview,NY,11803
294,Clementina,Sargent,clementina.sargent@hotmail.com,Rome,NY,13440
295,Danny,Kim,danny.kim@msn.com,South Ozone Park,NY,11420
296,Sophia,Mcmillan,sophia.mcmillan@msn.com,Uniondale,NY,11553
297,Christia,Carson,christia.carson@gmail.com,Helotes,TX,78023
298,Jennie,Middleton,jennie.middleton@gmail.com,Upland,CA,91784
299,Jame,Riggs,jame.riggs@hotmail.com,Bay Shore,NY,11706
300,Rayford,Simon,rayford.simon@msn.com,Mountain View,CA,94043
301,Annett,Garrett,annett.garrett@yahoo.com,Scarsdale,NY,10583
302,Hayden,Cross,hayden.cross@gmail.com,Apple Valley,CA,92307
303,Rolanda,Larsen,rolanda.larsen@yahoo.com,Woodhaven,NY,11421
304,Jayme,Zamora,jayme.zamora@gmail.com,Springfield Gardens,NY,11413
305,Hope,Cotton,hope.cotton@aol.com,Redondo Beach,CA,90278
306,Vikki,Erickson,vikki.erickson@yahoo.com,Kingston,NY,12401
307,Fransisca,Nicholson,fransisca.nicholson@aol.com,Glendora,CA,91740
308,Mazie,Fernandez,mazie.fernandez@hotmail.com,Webster,NY,14580
309,Anderson,Martin,anderson.martin@hotmail.com,Canandaigua,NY,14424
310,Gilberto,Parsons,gilberto.parsons@gmail.com,Middle Village,NY,11379
311,Charise,Burt,charise.burt@aol.com,Fresno,CA,93706
312,Cameron,Carroll,cameron.carroll@yahoo.com,Longview,TX,75604
313,Melani,Jarvis,melani.jarvis@hotmail.com,Maspeth,NY,11378
314,Javier,Nichols,javier.nichols@msn.com,Rowlett,TX,75088
315,Justina,Jenkins,justina.jenkins@yahoo.com,Baldwin,NY,11510
316,Hortencia,Graham,hortencia.graham@aol.com,Euless,TX,76039
317,Christia,Wilkins,christia.wilkins@msn.com,Woodside,NY,11377
318,Eliz,Whitney,eliz.whitney@msn.com,Fullerton,CA,92831
319,Justin,Newton,justin.newton@hotmail.com,Apple Valley,CA,92307
320,Aron,Wiggins,aron.wiggins@aol.com,Oceanside,NY,11572
321,Chere,Hardin,chere.hardin@yahoo.com,Brooklyn,NY,11201
322,Merideth,Preston,merideth.preston@yahoo.com,Poughkeepsie,NY,12601
323,Jeniffer,Slater,jeniffer.slater@aol.com,Schenectady,NY,12302
324,Laureen,Paul,laureen.paul@yahoo.com,Bellmore,NY,11710
325,Berna,Moore,berna.moore@hotmail.com,Bronx,NY,10451
326,Shiela,Calderon,shiela.calderon@msn.com,Rocklin,CA,95677
327,Sharie,Alvarez,sharie.alvarez@msn.com,New York,NY,10002
328,Bettie,Glover,bettie.glover@gmail.com,Euless,TX,76039
329,Marilyn,Frank,marilyn.frank@aol.com,Port Chester,NY,10573
330,Sheba,Knapp,sheba.knapp@aol.com,Woodside,NY,11377
331,Aleta,Mack,aleta.mack@yahoo.com,Bay Shore,NY,11706
332,Reena,Higgins,reena.higgins@gmail.com,Canyon Country,CA,91387
333,Ami,Mcmahon,ami.mcmahon@aol.com,Sunnyside,NY,11104
334,Somer,Jordan,somer.jordan@msn.com,Huntington Station,NY,11746
335,Scarlet,Reed,scarlet.reed@hotmail.com,Bronx,NY,10451
336,Trisha,Johnson,trisha.johnson@msn.com,Lancaster,NY,14086
337,Majorie,Wyatt,majorie.wyatt@yahoo.com,South Ozone Park,NY,11420
338,Abbey,Pugh,abbey.pugh@gmail.com,Forest Hills,NY,11375
339,Tamela,Harrell,tamela.harrell@aol.com,Central Islip,NY,11722
340,Yanira,Bradshaw,yanira.bradshaw@gmail.com,Smithtown,NY,11787
341,Delana,Scott,delana.scott@yahoo.com,Mount Vernon,NY,10550
342,Cassondra,Pruitt,cassondra.pruitt@aol.com,Merrick,NY,11566
343,Jesica,Fields,jesica.fields@yahoo.com,Commack,NY,11725
344,Herta,Rollins,herta.rollins@msn.com,Mountain View,CA,94043
345,Mi,Gray,mi.gray@aol.com,Albany,NY,12203
346,Jacalyn,Barnett,jacalyn.barnett@gmail.com,Maspeth,NY,11378
347,Kanesha,Hudson,kanesha.hudson@gmail.com,Oakland,CA,94603
348,Darren,Witt,darren.witt@aol.com,Coachella,CA,92236
349,Mable,Pratt,mable.pratt@gmail.com,Coachella,CA,92236
350,Christoper,Mccall,christoper.mccall@msn.com,Bay Shore,NY,11706
351,Margorie,Wynn,margorie.wynn@gmail.com,Monsey,NY,10952
352,Josef,Greer,josef.greer@gmail.com,Jamaica,NY,11432
353,Tisa,Whitney,tisa.whitney@yahoo.com,Monsey,NY,10952
354,Tonda,Armstrong,tonda.armstrong@aol.com,Sunnyside,NY,11104
355,Arvilla,Weiss,arvilla.weiss@msn.com,Bay Shore,NY,11706
356,Vashti,Rosario,vashti.rosario@yahoo.com,Bronx,NY,10451
357,Sheri,Cole,sheri.cole@aol.com,San Jose,CA,95127
358,Kandace,Giles,kandace.giles@msn.com,Wantagh,NY,11793
359,Angie,Powers,angie.powers@aol.com,Pomona,CA,91768
360,Van,Peters,van.peters@yahoo.com,Houston,TX,77016
361,Virgina,Berg,virgina.berg@yahoo.com,Valley Stream,NY,11580
362,Olevia,Noel,olevia.noel@yahoo.com,Kingston,NY,12401
363,Kaci,Gallegos,kaci.gallegos@gmail.com,Ballston Spa,NY,12020
364,Bev,Chang,bev.chang@yahoo.com,Ithaca,NY,14850
365,Rodger,Rojas,rodger.rojas@yahoo.com,Bayside,NY,11361
366,Lavonne,Anderson,lavonne.anderson@aol.com,Floral Park,NY,11001
367,Blanca,Hooper,blanca.hooper@msn.com,Ozone Park,NY,11417
368,Alysha,Powers,alysha.powers@msn.com,Forest Hills,NY,11375
369,Mary,Singleton,mary.singleton@hotmail.com,Woodside,NY,11377
370,Jina,Cooper,jina.cooper@aol.com,Howard Beach,NY,11414
371,Loni,Duncan,loni.duncan@gmail.com,Rosedale,NY,11422
372,Collene,Roman,collene.roman@aol.com,Wappingers Falls,NY,12590
373,Mariette,Trevino,mariette.trevino@aol.com,Utica,NY,13501
